trust_code,trust_name,specialty_code,specialty_name,is_surgical_specialty,specialty_inclusion_criteria,total_months,part2a_available_months,latest_part2a_value,latest_total_incomplete_value,part2a_coverage_pct,eligible_for_capacity_simulation
RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,160,Plastic Surgery Service,True,Included: Plastic Surgery treatment function.,60,60,79.0,145.0,100.0,True
RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,60,60,1111.0,3029.0,100.0,True
RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,60,60,318.0,2447.0,100.0,True
NN4,TYNESIDE SURGICAL SERVICES LTD,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,62,62,33.0,91.0,100.0,True
NN4,TYNESIDE SURGICAL SERVICES LTD,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,62,62,5.0,71.0,100.0,True
NN4,TYNESIDE SURGICAL SERVICES LTD,160,Plastic Surgery Service,True,Included: Plastic Surgery treatment function.,62,62,108.0,220.0,100.0,True
NN4,TYNESIDE SURGICAL SERVICES LTD,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,62,62,192.0,529.0,100.0,True
NN4,TYNESIDE SURGICAL SERVICES LTD,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,62,62,18.0,45.0,100.0,True
RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,120,Ear Nose and Throat Service,True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",43,43,638.0,10138.0,100.0,True
RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,120,"Ear, Nose & Throat (ENT)",True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",40,40,239.0,3998.0,100.0,True
RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,43,43,2187.0,3941.0,100.0,True
RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,43,43,615.0,5488.0,100.0,True
RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,130,Ophthalmology Service,True,Included: Ophthalmology treatment function commonly includes operative pathways.,43,43,385.0,5943.0,100.0,True
RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,43,43,1757.0,5308.0,100.0,True
RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,43,43,433.0,4098.0,100.0,True
RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,120,Ear Nose and Throat Service,True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",19,19,534.0,9715.0,100.0,True
RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,19,19,2486.0,4895.0,100.0,True
RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,19,19,424.0,6236.0,100.0,True
RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,130,Ophthalmology Service,True,Included: Ophthalmology treatment function commonly includes operative pathways.,19,19,618.0,5875.0,100.0,True
RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,19,19,2292.0,6551.0,100.0,True
RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,19,19,570.0,3728.0,100.0,True
RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,170,Cardiothoracic Surgery Service,True,Included: Cardiothoracic Surgery treatment function.,56,56,35.0,93.0,100.0,True
RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",62,62,1371.0,6896.0,100.0,True
RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,120,"Ear, Nose & Throat (ENT)",True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",42,42,1230.0,5215.0,100.0,True
RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,62,62,13.0,90.0,100.0,True
RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,62,62,429.0,6019.0,100.0,True
RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,150,Neurosurgical Service,True,Included: Neurosurgery treatment function.,62,62,689.0,3607.0,100.0,True
RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,140,Oral Surgery Service,True,Included: Oral Surgery treatment function.,62,62,1038.0,6943.0,100.0,True
RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,62,62,1431.0,3299.0,100.0,True
RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,62,62,1171.0,4934.0,100.0,True
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,170,Cardiothoracic Surgery,True,Included: Cardiothoracic Surgery treatment function.,58,58,394.0,554.0,100.0,True
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,170,Cardiothoracic Surgery Service,True,Included: Cardiothoracic Surgery treatment function.,62,62,156.0,532.0,100.0,True
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",62,62,235.0,1686.0,100.0,True
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,120,"Ear, Nose & Throat (ENT)",True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",42,42,582.0,1677.0,100.0,True
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,62,62,370.0,784.0,100.0,True
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,62,62,770.0,4277.0,100.0,True
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,150,Neurosurgical Service,True,Included: Neurosurgery treatment function.,62,62,231.0,1132.0,100.0,True
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,130,Ophthalmology Service,True,Included: Ophthalmology treatment function commonly includes operative pathways.,62,62,997.0,7108.0,100.0,True
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,140,Oral Surgery Service,True,Included: Oral Surgery treatment function.,62,62,465.0,2544.0,100.0,True
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,62,62,2231.0,3925.0,100.0,True
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,62,62,1006.0,2665.0,100.0,True
RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,170,Cardiothoracic Surgery Service,True,Included: Cardiothoracic Surgery treatment function.,62,62,95.0,184.0,100.0,True
RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",62,62,494.0,8256.0,100.0,True
RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,120,"Ear, Nose & Throat (ENT)",True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",42,42,1120.0,16311.0,100.0,True
RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,62,62,966.0,4392.0,100.0,True
RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,62,62,200.0,8514.0,100.0,True
RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,150,Neurosurgical Service,True,Included: Neurosurgery treatment function.,62,62,101.0,1888.0,100.0,True
RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,130,Ophthalmology Service,True,Included: Ophthalmology treatment function commonly includes operative pathways.,62,62,1046.0,9410.0,100.0,True
RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,140,Oral Surgery Service,True,Included: Oral Surgery treatment function.,62,62,103.0,2423.0,100.0,True
RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,160,Plastic Surgery Service,True,Included: Plastic Surgery treatment function.,62,62,168.0,665.0,100.0,True
RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,62,62,516.0,4022.0,100.0,True
RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,62,62,850.0,6189.0,100.0,True
RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,170,Cardiothoracic Surgery,True,Included: Cardiothoracic Surgery treatment function.,12,12,338.0,470.0,100.0,True
RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,170,Cardiothoracic Surgery Service,True,Included: Cardiothoracic Surgery treatment function.,62,62,271.0,386.0,100.0,True
RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",62,62,1283.0,5266.0,100.0,True
RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,120,"Ear, Nose & Throat (ENT)",True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",12,12,681.0,3613.0,100.0,True
RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,100,General Surgery,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,12,12,129.0,228.0,100.0,True
RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,62,62,26.0,108.0,100.0,True
RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,502,Gynaecology,True,Included: Gynaecology treatment function has admitted operative pathways.,12,12,346.0,2032.0,100.0,True
RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,62,62,363.0,3671.0,100.0,True
RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,130,Ophthalmology,True,Included: Ophthalmology treatment function commonly includes operative pathways.,12,12,1970.0,7828.0,100.0,True
RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,130,Ophthalmology Service,True,Included: Ophthalmology treatment function commonly includes operative pathways.,62,62,1844.0,6903.0,100.0,True
RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,140,Oral Surgery,True,Included: Oral Surgery treatment function.,12,12,814.0,4036.0,100.0,True
RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,140,Oral Surgery Service,True,Included: Oral Surgery treatment function.,62,62,592.0,2639.0,100.0,True
RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,110,Trauma & Orthopaedics,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,12,12,696.0,1893.0,100.0,True
RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,62,62,524.0,1688.0,100.0,True
RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,101,Urology,True,Included: Urology treatment function commonly includes operative admitted pathways.,12,12,293.0,852.0,100.0,True
RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,120,"Ear, Nose & Throat (ENT)",True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",30,30,515.0,2249.0,100.0,True
RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,170,Cardiothoracic Surgery Service,True,Included: Cardiothoracic Surgery treatment function.,62,62,75.0,301.0,100.0,True
RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,120,Ear Nose and Throat Service,True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",62,62,1041.0,9013.0,100.0,True
RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,120,"Ear, Nose & Throat (ENT)",True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",42,42,421.0,4833.0,100.0,True
RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,62,62,610.0,8393.0,100.0,True
RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,62,62,478.0,6913.0,100.0,True
RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,150,Neurosurgical Service,True,Included: Neurosurgery treatment function.,62,62,591.0,5528.0,100.0,True
RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,130,Ophthalmology Service,True,Included: Ophthalmology treatment function commonly includes operative pathways.,62,62,981.0,6792.0,100.0,True
RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,140,Oral Surgery Service,True,Included: Oral Surgery treatment function.,62,62,716.0,3531.0,100.0,True
RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,160,Plastic Surgery Service,True,Included: Plastic Surgery treatment function.,62,62,209.0,539.0,100.0,True
RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,62,62,2030.0,5784.0,100.0,True
RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,62,62,375.0,3540.0,100.0,True
R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",62,62,804.0,5684.0,100.0,True
R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,120,"Ear, Nose & Throat (ENT)",True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",6,6,888.0,5295.0,100.0,True
R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,100,General Surgery,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,6,6,1948.0,7668.0,100.0,True
R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,62,62,126.0,1019.0,100.0,True
R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,502,Gynaecology,True,Included: Gynaecology treatment function has admitted operative pathways.,6,6,1143.0,4344.0,100.0,True
R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,62,62,1653.0,6640.0,100.0,True
R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,130,Ophthalmology,True,Included: Ophthalmology treatment function commonly includes operative pathways.,6,6,1649.0,4521.0,100.0,True
R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,130,Ophthalmology Service,True,Included: Ophthalmology treatment function commonly includes operative pathways.,62,62,1941.0,5420.0,100.0,True
R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,140,Oral Surgery,True,Included: Oral Surgery treatment function.,6,6,1998.0,4082.0,100.0,True
R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,140,Oral Surgery Service,True,Included: Oral Surgery treatment function.,62,62,1661.0,3148.0,100.0,True
R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,110,Trauma & Orthopaedics,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,6,6,2847.0,4910.0,100.0,True
R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,62,62,3519.0,8063.0,100.0,True
R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,101,Urology,True,Included: Urology treatment function commonly includes operative admitted pathways.,6,6,814.0,2287.0,100.0,True
R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,62,62,1007.0,2694.0,100.0,True
RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",62,62,1196.0,9226.0,100.0,True
RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,120,"Ear, Nose & Throat (ENT)",True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",34,34,769.0,4897.0,100.0,True
RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,100,General Surgery,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,34,34,1688.0,3495.0,100.0,True
RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,62,62,1191.0,4424.0,100.0,True
RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,502,Gynaecology,True,Included: Gynaecology treatment function has admitted operative pathways.,34,34,805.0,4251.0,100.0,True
RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,62,62,1483.0,7772.0,100.0,True
RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,130,Ophthalmology,True,Included: Ophthalmology treatment function commonly includes operative pathways.,34,34,2211.0,8828.0,100.0,True
RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,130,Ophthalmology Service,True,Included: Ophthalmology treatment function commonly includes operative pathways.,62,62,1651.0,9248.0,100.0,True
RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,140,Oral Surgery Service,True,Included: Oral Surgery treatment function.,62,62,705.0,2038.0,100.0,True
RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,160,Plastic Surgery,True,Included: Plastic Surgery treatment function.,34,34,238.0,316.0,100.0,True
RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,160,Plastic Surgery Service,True,Included: Plastic Surgery treatment function.,62,62,259.0,406.0,100.0,True
RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,110,Trauma & Orthopaedics,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,34,34,6891.0,12559.0,100.0,True
RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,62,62,7050.0,17299.0,100.0,True
RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,101,Urology,True,Included: Urology treatment function commonly includes operative admitted pathways.,34,34,821.0,2851.0,100.0,True
RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,62,62,546.0,3456.0,100.0,True
RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,170,Cardiothoracic Surgery Service,True,Included: Cardiothoracic Surgery treatment function.,62,62,107.0,482.0,100.0,True
RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,120,Ear Nose and Throat Service,True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",62,62,759.0,7254.0,100.0,True
RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,120,"Ear, Nose & Throat (ENT)",True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",42,42,1465.0,6551.0,100.0,True
RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,62,62,946.0,6800.0,100.0,True
RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,62,62,730.0,9387.0,100.0,True
RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,130,Ophthalmology Service,True,Included: Ophthalmology treatment function commonly includes operative pathways.,62,62,977.0,9875.0,100.0,True
RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,140,Oral Surgery Service,True,Included: Oral Surgery treatment function.,62,62,579.0,7179.0,100.0,True
RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,160,Plastic Surgery Service,True,Included: Plastic Surgery treatment function.,62,62,600.0,1247.0,100.0,True
RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,62,62,2724.0,11697.0,100.0,True
RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,62,62,657.0,3670.0,100.0,True
RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",62,62,310.0,3609.0,100.0,True
RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,120,"Ear, Nose & Throat (ENT)",True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",42,42,167.0,2962.0,100.0,True
RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,62,62,659.0,2207.0,100.0,True
RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,62,62,335.0,2540.0,100.0,True
RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,130,Ophthalmology Service,True,Included: Ophthalmology treatment function commonly includes operative pathways.,62,62,539.0,2577.0,100.0,True
RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,140,Oral Surgery Service,True,Included: Oral Surgery treatment function.,62,62,266.0,2257.0,100.0,True
RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,62,62,2855.0,5937.0,100.0,True
RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,62,62,445.0,2201.0,100.0,True
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,170,Cardiothoracic Surgery Service,True,Included: Cardiothoracic Surgery treatment function.,62,62,80.0,258.0,100.0,True
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,120,Ear Nose and Throat Service,True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",62,62,1165.0,4031.0,100.0,True
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,120,"Ear, Nose & Throat (ENT)",True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",42,42,957.0,2690.0,100.0,True
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,62,62,2246.0,8896.0,100.0,True
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,62,62,1201.0,4999.0,100.0,True
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,150,Neurosurgical Service,True,Included: Neurosurgery treatment function.,62,62,85.0,560.0,100.0,True
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,130,Ophthalmology Service,True,Included: Ophthalmology treatment function commonly includes operative pathways.,62,62,1856.0,5783.0,100.0,True
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,140,Oral Surgery Service,True,Included: Oral Surgery treatment function.,62,62,1565.0,3865.0,100.0,True
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,160,Plastic Surgery Service,True,Included: Plastic Surgery treatment function.,62,62,409.0,1083.0,100.0,True
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,62,62,2306.0,5361.0,100.0,True
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,62,62,580.0,4044.0,100.0,True
