context_id,trust_code,trust_name,specialty_code,specialty_name,horizon,base_value,sum_feature_contributions,base_plus_sum,model_output,approximation_error,absolute_approximation_error
2404,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,130,Ophthalmology Service,1,1099.919211928649,11167.462224843386,12267.381436772035,12267.381436772033,1.8189894035458565e-12,1.8189894035458565e-12
2404,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,130,Ophthalmology Service,6,1220.285515036028,11605.299440316001,12825.58495535203,12825.584955352027,1.8189894035458565e-12,1.8189894035458565e-12
2404,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,130,Ophthalmology Service,12,1315.5091215367931,12044.619272757467,13360.128394294261,13360.12839429426,1.8189894035458565e-12,1.8189894035458565e-12
2877,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,X04,Other - Paediatric Services,1,1124.0314321750386,10839.899428515339,11963.930860690378,11963.93086069038,-1.8189894035458565e-12,1.8189894035458565e-12
2877,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,X04,Other - Paediatric Services,6,1246.584737935234,11400.390467313606,12646.97520524884,12646.97520524884,0.0,0.0
2877,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,X04,Other - Paediatric Services,12,1343.869601764602,11943.74946379783,13287.619065562432,13287.619065562432,0.0,0.0
2604,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,330,Dermatology Service,1,1081.2993282293642,10043.726930650331,11125.026258879696,11125.026258879696,0.0,0.0
2604,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,330,Dermatology Service,6,1186.9901961512924,11213.789727331703,12400.779923482994,12400.779923482996,-1.8189894035458565e-12,1.8189894035458565e-12
2604,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,330,Dermatology Service,12,1272.984291628474,12013.798381286138,13286.782672914613,13286.782672914613,0.0,0.0
3550,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,X02,Other - Medical Services,1,1123.6185702571547,10485.424870418668,11609.043440675823,11609.043440675823,0.0,0.0
3550,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,X02,Other - Medical Services,6,1256.726922817477,11307.988408764257,12564.715331581734,12564.715331581732,1.8189894035458565e-12,1.8189894035458565e-12
3550,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,X02,Other - Medical Services,12,1364.749731382963,11884.778257433438,13249.5279888164,13249.5279888164,0.0,0.0
2974,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,X02,Other - Medical Services,1,1109.4161910397404,10845.526457333157,11954.942648372897,11954.942648372895,1.8189894035458565e-12,1.8189894035458565e-12
2974,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,X02,Other - Medical Services,6,1250.5762466385847,11331.839333230415,12582.415579868999,12582.415579869,-1.8189894035458565e-12,1.8189894035458565e-12
2974,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,X02,Other - Medical Services,12,1362.6840737408538,11817.901210052887,13180.585283793742,13180.58528379374,1.8189894035458565e-12,1.8189894035458565e-12
1851,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,1,1061.2784547076135,10204.048397332534,11265.326852040147,11265.326852040147,0.0,0.0
1851,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,6,1183.4215081418308,11023.36346430124,12206.78497244307,12206.784972443074,-3.637978807091713e-12,3.637978807091713e-12
1851,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,12,1280.595787121824,11760.541237969705,13041.137025091528,13041.137025091528,0.0,0.0
3128,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,502,Gynaecology Service,1,1086.435375159435,9977.873509250363,11064.308884409798,11064.308884409798,0.0,0.0
3128,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,502,Gynaecology Service,6,1219.393779090481,10716.795775786648,11936.189554877128,11936.189554877132,-3.637978807091713e-12,3.637978807091713e-12
3128,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,502,Gynaecology Service,12,1324.4665096522644,11397.502795673561,12721.969305325825,12721.969305325827,-1.8189894035458565e-12,1.8189894035458565e-12
3761,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,130,Ophthalmology Service,1,1111.7828757985408,10016.24658968314,11128.02946548168,11128.029465481679,1.8189894035458565e-12,1.8189894035458565e-12
3761,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,130,Ophthalmology Service,6,1236.0212513255967,10666.927297347926,11902.948548673523,11902.948548673523,0.0,0.0
3761,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,130,Ophthalmology Service,12,1334.4494097446238,11183.46148014843,12517.910889893054,12517.910889893054,0.0,0.0
2815,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,1,1088.7723430454764,10219.60342741502,11308.375770460498,11308.3757704605,-1.8189894035458565e-12,1.8189894035458565e-12
2815,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,6,1193.1668096371843,10675.931424075932,11869.098233713117,11869.098233713117,0.0,0.0
2815,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,12,1275.290383083241,11156.456420116712,12431.746803199952,12431.746803199952,0.0,0.0
1546,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,X02,Other - Medical Services,1,1052.1977697363168,10274.722610789417,11326.920380525733,11326.920380525731,1.8189894035458565e-12,1.8189894035458565e-12
1546,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,X02,Other - Medical Services,6,1167.8192923368974,10836.962801435033,12004.78209377193,12004.782093771932,-1.8189894035458565e-12,1.8189894035458565e-12
1546,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,X02,Other - Medical Services,12,1259.0667683466027,11172.027928433698,12431.0946967803,12431.094696780301,-1.8189894035458565e-12,1.8189894035458565e-12
1293,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,301,Gastroenterology Service,1,1080.7588516120427,9445.964621729627,10526.72347334167,10526.723473341668,1.8189894035458565e-12,1.8189894035458565e-12
1293,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,301,Gastroenterology Service,6,1214.2405723248962,10274.12737661947,11488.367948944366,11488.367948944368,-1.8189894035458565e-12,1.8189894035458565e-12
1293,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,301,Gastroenterology Service,12,1319.9540470415761,10927.459987555278,12247.414034596854,12247.414034596855,-1.8189894035458565e-12,1.8189894035458565e-12
1530,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,1,1016.4602042375947,9744.720161425312,10761.180365662907,10761.180365662905,1.8189894035458565e-12,1.8189894035458565e-12
1530,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,6,1117.7296917273297,10323.804646233468,11441.534337960798,11441.534337960797,1.8189894035458565e-12,1.8189894035458565e-12
1530,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,12,1198.4345994307412,10836.050105588052,12034.484705018793,12034.484705018795,-1.8189894035458565e-12,1.8189894035458565e-12
1294,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,320,Cardiology Service,1,1057.238905409726,9026.221594660492,10083.460500070218,10083.460500070218,0.0,0.0
1294,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,320,Cardiology Service,6,1178.2314397602397,9980.534546291086,11158.765986051327,11158.765986051325,1.8189894035458565e-12,1.8189894035458565e-12
1294,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,320,Cardiology Service,12,1275.3869830388792,10750.985558708504,12026.372541747383,12026.372541747385,-1.8189894035458565e-12,1.8189894035458565e-12
1505,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,100,General Surgery Service,1,1085.6574979889406,9849.361168273406,10935.018666262347,10935.018666262347,0.0,0.0
1505,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,100,General Surgery Service,6,1215.224977315176,10196.56800043969,11411.792977754867,11411.792977754867,0.0,0.0
1505,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,100,General Surgery Service,12,1317.980332594062,10572.7705429301,11890.750875524162,11890.750875524163,-1.8189894035458565e-12,1.8189894035458565e-12
1506,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,101,Urology Service,1,1020.2203745875225,10005.27005665626,11025.490431243783,11025.490431243783,0.0,0.0
1506,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,101,Urology Service,6,1115.0744449450021,10283.338953921033,11398.413398866036,11398.413398866036,0.0,0.0
1506,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,101,Urology Service,12,1191.0682050694852,10595.241081994813,11786.309287064298,11786.309287064296,1.8189894035458565e-12,1.8189894035458565e-12
3072,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,X02,Other - Medical Services,1,1028.0985259228025,9310.331823641567,10338.430349564369,10338.430349564367,1.8189894035458565e-12,1.8189894035458565e-12
3072,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,X02,Other - Medical Services,6,1140.6003745261492,9987.874865604917,11128.475240131067,11128.475240131067,0.0,0.0
3072,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,X02,Other - Medical Services,12,1230.5717996179167,10463.952150091836,11694.523949709754,11694.523949709754,0.0,0.0
1531,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,1,1041.9526405671497,9268.974120174342,10310.926760741491,10310.926760741491,0.0,0.0
1531,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,6,1153.200506768409,9897.58808181712,11050.78858858553,11050.788588585528,1.8189894035458565e-12,1.8189894035458565e-12
1531,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,12,1241.894993354878,10441.291121390286,11683.186114745164,11683.186114745165,-1.8189894035458565e-12,1.8189894035458565e-12
3005,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,1,1086.8504449864329,8836.147178563075,9922.997623549507,9922.997623549507,0.0,0.0
3005,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,6,1210.5763178730328,9621.418891019432,10831.995208892464,10831.995208892466,-1.8189894035458565e-12,1.8189894035458565e-12
3005,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,12,1309.033126752935,10246.941123745331,11555.974250498266,11555.974250498266,0.0,0.0
3115,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,130,Ophthalmology Service,1,1089.6372640548163,9230.6460819349,10320.283345989716,10320.283345989716,0.0,0.0
3115,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,130,Ophthalmology Service,6,1216.6330856222737,9712.92194024766,10929.555025869933,10929.555025869935,-1.8189894035458565e-12,1.8189894035458565e-12
3115,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,130,Ophthalmology Service,12,1317.9077740194425,10164.829597885939,11482.737371905381,11482.737371905378,3.637978807091713e-12,3.637978807091713e-12
3379,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,130,Ophthalmology Service,1,1108.8402906946885,8994.104404812504,10102.944695507193,10102.944695507193,0.0,0.0
3379,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,130,Ophthalmology Service,6,1245.4025158119366,9585.776563029907,10831.179078841844,10831.179078841844,0.0,0.0
3379,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,130,Ophthalmology Service,12,1353.8582627327826,10113.239724115372,11467.097986848155,11467.097986848154,1.8189894035458565e-12,1.8189894035458565e-12
1852,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,130,Ophthalmology Service,1,1100.9941553013364,8723.115242876864,9824.1093981782,9824.109398178198,1.8189894035458565e-12,1.8189894035458565e-12
1852,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,130,Ophthalmology Service,6,1221.6235229136928,9448.536173247006,10670.1596961607,10670.159696160701,-1.8189894035458565e-12,1.8189894035458565e-12
1852,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,130,Ophthalmology Service,12,1317.60116181636,10133.103307622634,11450.704469438993,11450.704469438995,-1.8189894035458565e-12,1.8189894035458565e-12
2232,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,320,Cardiology Service,1,1012.9866870718346,9467.244020278593,10480.230707350427,10480.230707350429,-1.8189894035458565e-12,1.8189894035458565e-12
2232,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,320,Cardiology Service,6,1111.4406228348414,9825.027826134987,10936.468448969828,10936.46844896983,-1.8189894035458565e-12,1.8189894035458565e-12
2232,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,320,Cardiology Service,12,1188.8511400421519,10231.358339282448,11420.2094793246,11420.2094793246,0.0,0.0
3048,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,X02,Other - Medical Services,1,1125.5641438055072,9082.423863517039,10207.988007322547,10207.988007322549,-1.8189894035458565e-12,1.8189894035458565e-12
3048,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,X02,Other - Medical Services,6,1276.2433717054853,9520.693113523232,10796.936485228716,10796.936485228716,0.0,0.0
3048,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,X02,Other - Medical Services,12,1396.839652666891,10008.315962489025,11405.155615155916,11405.155615155914,1.8189894035458565e-12,1.8189894035458565e-12
1391,R1H,BARTS HEALTH NHS TRUST,320,Cardiology Service,1,1036.419244625438,8681.006343221214,9717.425587846652,9717.425587846654,-1.8189894035458565e-12,1.8189894035458565e-12
1391,R1H,BARTS HEALTH NHS TRUST,320,Cardiology Service,6,1149.355081999984,9436.529153281228,10585.884235281212,10585.884235281213,-1.8189894035458565e-12,1.8189894035458565e-12
1391,R1H,BARTS HEALTH NHS TRUST,320,Cardiology Service,12,1239.2066940477152,10155.804487029362,11395.011181077076,11395.01118107708,-3.637978807091713e-12,3.637978807091713e-12
2102,RH5,SOMERSET NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,1,1039.484724643557,9522.497970222093,10561.98269486565,10561.98269486565,0.0,0.0
2102,RH5,SOMERSET NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,6,1144.5425911051716,9840.568133916611,10985.110725021783,10985.110725021781,1.8189894035458565e-12,1.8189894035458565e-12
2102,RH5,SOMERSET NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,12,1227.7717131601482,10141.83650843023,11369.608221590377,11369.608221590377,0.0,0.0
2973,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,502,Gynaecology Service,1,1066.4967450688096,8828.365729536165,9894.862474604974,9894.862474604974,0.0,0.0
2973,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,502,Gynaecology Service,6,1196.0861545302955,9464.959013739493,10661.04516826979,10661.04516826979,0.0,0.0
2973,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,502,Gynaecology Service,12,1299.1431743329028,10028.60907903372,11327.752253366623,11327.752253366625,-1.8189894035458565e-12,1.8189894035458565e-12
1875,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,1,1075.4914449434575,9281.967338900653,10357.458783844111,10357.45878384411,1.8189894035458565e-12,1.8189894035458565e-12
1875,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,6,1182.0604402002282,9645.369362983176,10827.429803183404,10827.429803183404,0.0,0.0
1875,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,12,1266.606048219341,10024.310765187454,11290.916813406795,11290.916813406797,-1.8189894035458565e-12,1.8189894035458565e-12
2123,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,1,1081.9070099317678,9310.501804743326,10392.408814675095,10392.408814675093,1.8189894035458565e-12,1.8189894035458565e-12
2123,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,6,1191.4245945297173,9596.227345964362,10787.65194049408,10787.65194049408,0.0,0.0
2123,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,12,1277.9271239074783,9935.612887830983,11213.540011738462,11213.54001173846,1.8189894035458565e-12,1.8189894035458565e-12
3057,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,1,1036.2697197792868,8622.92275790221,9659.192477681496,9659.192477681496,0.0,0.0
3057,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,6,1152.1971396709669,9388.390681791458,10540.587821462424,10540.587821462426,-1.8189894035458565e-12,1.8189894035458565e-12
3057,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,12,1244.6432348934923,9963.90331511628,11208.546550009773,11208.54655000977,1.8189894035458565e-12,1.8189894035458565e-12
1850,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,1,1080.1195503491838,8890.02710290531,9970.146653254493,9970.146653254491,1.8189894035458565e-12,1.8189894035458565e-12
1850,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,6,1190.6035380291369,9419.236321220622,10609.839859249758,10609.83985924976,-1.8189894035458565e-12,1.8189894035458565e-12
1850,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,12,1277.9738355378256,9890.928679936858,11168.902515474683,11168.902515474683,0.0,0.0
1668,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,330,Dermatology Service,1,1038.463162993686,8363.891943045772,9402.355106039458,9402.355106039458,0.0,0.0
1668,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,330,Dermatology Service,6,1140.6896398607396,9215.425742035111,10356.115381895852,10356.115381895854,-1.8189894035458565e-12,1.8189894035458565e-12
1668,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,330,Dermatology Service,12,1223.338419387035,9900.860243046116,11124.198662433151,11124.198662433151,0.0,0.0
166,NMG,CONNECT HEALTH LIMITED,X06,Other - Other Services,1,1485.0014049648382,9362.015369064746,10847.016774029584,10847.016774029582,1.8189894035458565e-12,1.8189894035458565e-12
166,NMG,CONNECT HEALTH LIMITED,X06,Other - Other Services,6,1674.5276636147073,9312.08139911687,10986.609062731579,10986.609062731579,0.0,0.0
166,NMG,CONNECT HEALTH LIMITED,X06,Other - Other Services,12,1821.1447175878986,9251.641231089134,11072.785948677032,11072.785948677032,0.0,0.0
3129,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,X02,Other - Medical Services,1,1108.0472667383701,8280.4897496107,9388.53701634907,9388.53701634907,0.0,0.0
3129,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,X02,Other - Medical Services,6,1252.2992789265202,8981.590214533177,10233.889493459697,10233.8894934597,-1.8189894035458565e-12,1.8189894035458565e-12
3129,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,X02,Other - Medical Services,12,1367.9618200634418,9579.015472408351,10946.977292471793,10946.977292471794,-1.8189894035458565e-12,1.8189894035458565e-12
2573,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,1,1070.4526657939173,8517.687068020316,9588.139733814232,9588.139733814232,0.0,0.0
2573,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,6,1176.0909292924375,9159.65772592752,10335.748655219957,10335.748655219957,0.0,0.0
2573,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,12,1259.5462521561267,9684.21574468968,10943.761996845806,10943.761996845808,-1.8189894035458565e-12,1.8189894035458565e-12
2421,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,X05,Other - Surgical Services,1,1071.8309583261455,8218.02960557697,9289.860563903116,9289.860563903116,0.0,0.0
2421,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,X05,Other - Surgical Services,6,1189.7245153802905,8990.291268609399,10180.01578398969,10180.01578398969,0.0,0.0
2421,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,X05,Other - Surgical Services,12,1284.352762964188,9629.847801980455,10914.200564944644,10914.200564944647,-3.637978807091713e-12,3.637978807091713e-12
1864,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,502,Gynaecology Service,1,1035.8844441744868,8192.529169348909,9228.413613523397,9228.413613523395,1.8189894035458565e-12,1.8189894035458565e-12
1864,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,502,Gynaecology Service,6,1150.6126049529107,8912.335868189059,10062.948473141969,10062.948473141969,0.0,0.0
1864,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,502,Gynaecology Service,12,1242.4382910595796,9603.326752720099,10845.765043779678,10845.76504377968,-1.8189894035458565e-12,1.8189894035458565e-12
2405,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,140,Oral Surgery Service,1,1091.7245023105218,8171.442488826242,9263.166991136764,9263.166991136763,1.8189894035458565e-12,1.8189894035458565e-12
2405,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,140,Oral Surgery Service,6,1215.040875480385,8923.36810937411,10138.408984854495,10138.408984854495,0.0,0.0
2405,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,140,Oral Surgery Service,12,1315.2226555640873,9457.161141410355,10772.383796974442,10772.383796974445,-3.637978807091713e-12,3.637978807091713e-12
3075,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,X05,Other - Surgical Services,1,1057.9187519755278,8001.861794882311,9059.780546857839,9059.78054685784,-1.8189894035458565e-12,1.8189894035458565e-12
3075,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,X05,Other - Surgical Services,6,1173.3060312302566,8782.824373410167,9956.130404640424,9956.130404640424,0.0,0.0
3075,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,X05,Other - Surgical Services,12,1264.9088017829524,9425.909437844835,10690.818239627788,10690.81823962779,-1.8189894035458565e-12,1.8189894035458565e-12
3058,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,130,Ophthalmology Service,1,1082.1758703577284,8254.835228955038,9337.011099312767,9337.011099312767,0.0,0.0
3058,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,130,Ophthalmology Service,6,1212.4097626409955,8862.22592782036,10074.635690461355,10074.635690461355,0.0,0.0
3058,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,130,Ophthalmology Service,12,1316.1493588271119,9341.398550325144,10657.547909152256,10657.547909152257,-1.8189894035458565e-12,1.8189894035458565e-12
2166,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,1,1043.940161500533,8662.055178725195,9705.995340225729,9705.995340225729,0.0,0.0
2166,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,6,1152.0952888086717,9019.127602204087,10171.22289101276,10171.222891012758,1.8189894035458565e-12,1.8189894035458565e-12
2166,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,12,1237.1970003364963,9353.069996663275,10590.266996999771,10590.266996999771,0.0,0.0
1929,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,X05,Other - Surgical Services,1,1084.2237591091202,7897.9575062930435,8982.181265402163,8982.181265402161,1.8189894035458565e-12,1.8189894035458565e-12
1929,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,X05,Other - Surgical Services,6,1217.3068775503866,8684.655089767655,9901.961967318042,9901.96196731804,1.8189894035458565e-12,1.8189894035458565e-12
1929,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,X05,Other - Surgical Services,12,1323.1454624790128,9230.04659990115,10553.192062380163,10553.192062380163,0.0,0.0
3013,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,130,Ophthalmology Service,1,1071.398817044356,8532.473920409411,9603.872737453767,9603.872737453767,0.0,0.0
3013,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,130,Ophthalmology Service,6,1197.080842445615,8943.068836717428,10140.149679163043,10140.149679163043,0.0,0.0
3013,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,130,Ophthalmology Service,12,1297.009512276898,9185.160536492316,10482.170048769214,10482.170048769212,1.8189894035458565e-12,1.8189894035458565e-12
2125,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,130,Ophthalmology Service,1,1089.6125863361058,8215.979728788738,9305.592315124843,9305.592315124843,0.0,0.0
2125,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,130,Ophthalmology Service,6,1216.2895633460812,8664.408039014854,9880.697602360935,9880.697602360935,0.0,0.0
2125,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,130,Ophthalmology Service,12,1317.176479329043,9138.952409106892,10456.128888435935,10456.128888435935,0.0,0.0
2574,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,1,1032.6182408559712,7951.5936399510465,8984.211880807017,8984.211880807017,0.0,0.0
2574,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,6,1149.9065520003967,8631.932473074086,9781.839025074483,9781.839025074483,0.0,0.0
